state_po,week_start,index,batch
AR,2025-12-28,3,gt_primary_election_batch01.csv
AR,2026-01-04,0,gt_primary_election_batch01.csv
AR,2026-01-11,0,gt_primary_election_batch01.csv
AR,2026-01-18,0,gt_primary_election_batch01.csv
AR,2026-01-25,0,gt_primary_election_batch01.csv
AR,2026-02-01,4,gt_primary_election_batch01.csv
AR,2026-02-08,3,gt_primary_election_batch01.csv
AR,2026-02-15,8,gt_primary_election_batch01.csv
AR,2026-02-22,7,gt_primary_election_batch01.csv
AR,2026-03-01,40,gt_primary_election_batch01.csv
AR,2026-03-08,0,gt_primary_election_batch01.csv
AR,2026-03-15,3,gt_primary_election_batch01.csv
AR,2026-03-22,0,gt_primary_election_batch01.csv
AR,2026-03-29,4,gt_primary_election_batch01.csv
AR,2026-04-05,0,gt_primary_election_batch01.csv
AR,2026-04-12,0,gt_primary_election_batch01.csv
AR,2026-04-19,0,gt_primary_election_batch01.csv
AR,2026-04-26,0,gt_primary_election_batch01.csv
AR,2026-05-03,0,gt_primary_election_batch01.csv
AR,2026-05-10,0,gt_primary_election_batch01.csv
AR,2026-05-17,5,gt_primary_election_batch01.csv
AR,2026-05-24,4,gt_primary_election_batch01.csv
AR,2026-05-31,7,gt_primary_election_batch01.csv
AR,2026-06-07,4,gt_primary_election_batch01.csv
AR,2026-06-14,0,gt_primary_election_batch01.csv
AR,2026-06-21,3,gt_primary_election_batch01.csv
AR,2026-06-28,0,gt_primary_election_batch01.csv
AR,2026-07-05,0,gt_primary_election_batch01.csv
AR,2026-07-12,0,gt_primary_election_batch01.csv
AR,2026-07-19,1,gt_primary_election_batch01.csv
AZ,2025-06-29,0,gt_primary_election_batch01.csv
AZ,2025-07-06,0,gt_primary_election_batch01.csv
AZ,2025-07-13,3,gt_primary_election_batch01.csv
AZ,2025-07-20,0,gt_primary_election_batch01.csv
AZ,2025-07-27,0,gt_primary_election_batch01.csv
AZ,2025-08-03,1,gt_primary_election_batch01.csv
AZ,2025-08-10,0,gt_primary_election_batch01.csv
AZ,2025-08-17,0,gt_primary_election_batch01.csv
AZ,2025-08-24,1,gt_primary_election_batch01.csv
AZ,2025-08-31,0,gt_primary_election_batch01.csv
AZ,2025-09-07,0,gt_primary_election_batch01.csv
AZ,2025-09-14,0,gt_primary_election_batch01.csv
AZ,2025-09-21,1,gt_primary_election_batch01.csv
AZ,2025-09-28,0,gt_primary_election_batch01.csv
AZ,2025-10-05,0,gt_primary_election_batch01.csv
AZ,2025-10-12,0,gt_primary_election_batch01.csv
AZ,2025-10-19,1,gt_primary_election_batch01.csv
AZ,2025-10-26,1,gt_primary_election_batch01.csv
AZ,2025-11-02,3,gt_primary_election_batch01.csv
AZ,2025-11-09,1,gt_primary_election_batch01.csv
AZ,2025-11-16,0,gt_primary_election_batch01.csv
AZ,2025-11-23,0,gt_primary_election_batch01.csv
AZ,2025-11-30,1,gt_primary_election_batch01.csv
AZ,2025-12-07,0,gt_primary_election_batch01.csv
AZ,2025-12-14,0,gt_primary_election_batch01.csv
AZ,2025-12-21,0,gt_primary_election_batch01.csv
AZ,2025-12-28,0,gt_primary_election_batch01.csv
AZ,2026-01-04,1,gt_primary_election_batch01.csv
AZ,2026-01-11,0,gt_primary_election_batch01.csv
AZ,2026-01-18,1,gt_primary_election_batch01.csv
AZ,2026-01-25,1,gt_primary_election_batch01.csv
AZ,2026-02-01,2,gt_primary_election_batch01.csv
AZ,2026-02-08,1,gt_primary_election_batch01.csv
AZ,2026-02-15,2,gt_primary_election_batch01.csv
AZ,2026-02-22,3,gt_primary_election_batch01.csv
AZ,2026-03-01,7,gt_primary_election_batch01.csv
AZ,2026-03-08,2,gt_primary_election_batch01.csv
AZ,2026-03-15,2,gt_primary_election_batch01.csv
AZ,2026-03-22,2,gt_primary_election_batch01.csv
AZ,2026-03-29,1,gt_primary_election_batch01.csv
AZ,2026-04-05,2,gt_primary_election_batch01.csv
AZ,2026-04-12,2,gt_primary_election_batch01.csv
AZ,2026-04-19,3,gt_primary_election_batch01.csv
AZ,2026-04-26,2,gt_primary_election_batch01.csv
AZ,2026-05-03,4,gt_primary_election_batch01.csv
AZ,2026-05-10,3,gt_primary_election_batch01.csv
AZ,2026-05-17,8,gt_primary_election_batch01.csv
AZ,2026-05-24,6,gt_primary_election_batch01.csv
AZ,2026-05-31,14,gt_primary_election_batch01.csv
AZ,2026-06-07,7,gt_primary_election_batch01.csv
AZ,2026-06-14,3,gt_primary_election_batch01.csv
AZ,2026-06-21,7,gt_primary_election_batch01.csv
AZ,2026-06-28,9,gt_primary_election_batch01.csv
AZ,2026-07-05,7,gt_primary_election_batch01.csv
AZ,2026-07-12,10,gt_primary_election_batch01.csv
AZ,2026-07-19,42,gt_primary_election_batch01.csv
CA,2025-06-29,1,gt_primary_election_batch01.csv
CA,2025-07-06,0,gt_primary_election_batch01.csv
CA,2025-07-13,1,gt_primary_election_batch01.csv
CA,2025-07-20,0,gt_primary_election_batch01.csv
CA,2025-07-27,1,gt_primary_election_batch01.csv
CA,2025-08-03,1,gt_primary_election_batch01.csv
CA,2025-08-10,0,gt_primary_election_batch01.csv
CA,2025-08-17,0,gt_primary_election_batch01.csv
CA,2025-08-24,0,gt_primary_election_batch01.csv
CA,2025-08-31,0,gt_primary_election_batch01.csv
CA,2025-09-07,0,gt_primary_election_batch01.csv
CA,2025-09-14,0,gt_primary_election_batch01.csv
CA,2025-09-21,0,gt_primary_election_batch01.csv
CA,2025-09-28,1,gt_primary_election_batch01.csv
CA,2025-10-05,1,gt_primary_election_batch01.csv
CA,2025-10-12,1,gt_primary_election_batch01.csv
CA,2025-10-19,1,gt_primary_election_batch01.csv
CA,2025-10-26,1,gt_primary_election_batch01.csv
CA,2025-11-02,2,gt_primary_election_batch01.csv
CA,2025-11-09,1,gt_primary_election_batch01.csv
CA,2025-11-16,1,gt_primary_election_batch01.csv
CA,2025-11-23,0,gt_primary_election_batch01.csv
CA,2025-11-30,1,gt_primary_election_batch01.csv
CA,2025-12-07,1,gt_primary_election_batch01.csv
CA,2025-12-14,1,gt_primary_election_batch01.csv
CA,2025-12-21,0,gt_primary_election_batch01.csv
CA,2025-12-28,0,gt_primary_election_batch01.csv
CA,2026-01-04,1,gt_primary_election_batch01.csv
CA,2026-01-11,1,gt_primary_election_batch01.csv
CA,2026-01-18,1,gt_primary_election_batch01.csv
CA,2026-01-25,1,gt_primary_election_batch01.csv
CA,2026-02-01,2,gt_primary_election_batch01.csv
CA,2026-02-08,1,gt_primary_election_batch01.csv
CA,2026-02-15,2,gt_primary_election_batch01.csv
CA,2026-02-22,3,gt_primary_election_batch01.csv
CA,2026-03-01,8,gt_primary_election_batch01.csv
CA,2026-03-08,2,gt_primary_election_batch01.csv
CA,2026-03-15,3,gt_primary_election_batch01.csv
CA,2026-03-22,2,gt_primary_election_batch01.csv
CA,2026-03-29,2,gt_primary_election_batch01.csv
CA,2026-04-05,2,gt_primary_election_batch01.csv
CA,2026-04-12,3,gt_primary_election_batch01.csv
CA,2026-04-19,3,gt_primary_election_batch01.csv
CA,2026-04-26,3,gt_primary_election_batch01.csv
CA,2026-05-03,7,gt_primary_election_batch01.csv
CA,2026-05-10,6,gt_primary_election_batch01.csv
CA,2026-05-17,10,gt_primary_election_batch01.csv
CA,2026-05-24,12,gt_primary_election_batch01.csv
CA,2026-05-31,67,gt_primary_election_batch01.csv
CA,2026-06-07,14,gt_primary_election_batch01.csv
CA,2026-06-14,3,gt_primary_election_batch01.csv
CA,2026-06-21,3,gt_primary_election_batch01.csv
CA,2026-06-28,4,gt_primary_election_batch01.csv
CA,2026-07-05,3,gt_primary_election_batch01.csv
CA,2026-07-12,2,gt_primary_election_batch01.csv
CA,2026-07-19,2,gt_primary_election_batch01.csv
CO,2025-06-29,0,gt_primary_election_batch02.csv
CO,2025-07-06,0,gt_primary_election_batch02.csv
CO,2025-07-13,0,gt_primary_election_batch02.csv
CO,2025-07-20,0,gt_primary_election_batch02.csv
CO,2025-07-27,0,gt_primary_election_batch02.csv
CO,2025-08-03,0,gt_primary_election_batch02.csv
CO,2025-08-10,0,gt_primary_election_batch02.csv
CO,2025-08-17,0,gt_primary_election_batch02.csv
CO,2025-08-24,0,gt_primary_election_batch02.csv
CO,2025-08-31,0,gt_primary_election_batch02.csv
CO,2025-09-07,0,gt_primary_election_batch02.csv
CO,2025-09-14,0,gt_primary_election_batch02.csv
CO,2025-09-21,0,gt_primary_election_batch02.csv
CO,2025-09-28,0,gt_primary_election_batch02.csv
CO,2025-10-05,0,gt_primary_election_batch02.csv
CO,2025-10-12,0,gt_primary_election_batch02.csv
CO,2025-10-19,0,gt_primary_election_batch02.csv
CO,2025-10-26,0,gt_primary_election_batch02.csv
CO,2025-11-02,2,gt_primary_election_batch02.csv
CO,2025-11-09,0,gt_primary_election_batch02.csv
CO,2025-11-16,0,gt_primary_election_batch02.csv
CO,2025-11-23,0,gt_primary_election_batch02.csv
CO,2025-11-30,2,gt_primary_election_batch02.csv
CO,2025-12-07,0,gt_primary_election_batch02.csv
CO,2025-12-14,0,gt_primary_election_batch02.csv
CO,2025-12-21,0,gt_primary_election_batch02.csv
CO,2025-12-28,0,gt_primary_election_batch02.csv
CO,2026-01-04,0,gt_primary_election_batch02.csv
CO,2026-01-11,0,gt_primary_election_batch02.csv
CO,2026-01-18,0,gt_primary_election_batch02.csv
CO,2026-01-25,2,gt_primary_election_batch02.csv
CO,2026-02-01,3,gt_primary_election_batch02.csv
CO,2026-02-08,2,gt_primary_election_batch02.csv
CO,2026-02-15,2,gt_primary_election_batch02.csv
CO,2026-02-22,4,gt_primary_election_batch02.csv
CO,2026-03-01,13,gt_primary_election_batch02.csv
CO,2026-03-08,4,gt_primary_election_batch02.csv
CO,2026-03-15,3,gt_primary_election_batch02.csv
CO,2026-03-22,3,gt_primary_election_batch02.csv
CO,2026-03-29,1,gt_primary_election_batch02.csv
CO,2026-04-05,3,gt_primary_election_batch02.csv
CO,2026-04-12,1,gt_primary_election_batch02.csv
CO,2026-04-19,2,gt_primary_election_batch02.csv
CO,2026-04-26,2,gt_primary_election_batch02.csv
CO,2026-05-03,5,gt_primary_election_batch02.csv
CO,2026-05-10,4,gt_primary_election_batch02.csv
CO,2026-05-17,9,gt_primary_election_batch02.csv
CO,2026-05-24,7,gt_primary_election_batch02.csv
CO,2026-05-31,16,gt_primary_election_batch02.csv
CO,2026-06-07,15,gt_primary_election_batch02.csv
CO,2026-06-14,16,gt_primary_election_batch02.csv
CO,2026-06-21,21,gt_primary_election_batch02.csv
CO,2026-06-28,68,gt_primary_election_batch02.csv
CO,2026-07-05,7,gt_primary_election_batch02.csv
CO,2026-07-12,3,gt_primary_election_batch02.csv
CO,2026-07-19,3,gt_primary_election_batch02.csv
CT,2025-06-29,0,gt_primary_election_batch02.csv
CT,2025-07-06,0,gt_primary_election_batch02.csv
CT,2025-07-13,0,gt_primary_election_batch02.csv
CT,2025-07-20,0,gt_primary_election_batch02.csv
CT,2025-07-27,0,gt_primary_election_batch02.csv
CT,2025-08-03,0,gt_primary_election_batch02.csv
CT,2025-08-10,0,gt_primary_election_batch02.csv
CT,2025-08-17,0,gt_primary_election_batch02.csv
CT,2025-08-24,0,gt_primary_election_batch02.csv
CT,2025-08-31,2,gt_primary_election_batch02.csv
CT,2025-09-07,9,gt_primary_election_batch02.csv
CT,2025-09-14,0,gt_primary_election_batch02.csv
CT,2025-09-21,0,gt_primary_election_batch02.csv
CT,2025-09-28,0,gt_primary_election_batch02.csv
CT,2025-10-05,0,gt_primary_election_batch02.csv
CT,2025-10-12,0,gt_primary_election_batch02.csv
CT,2025-10-19,0,gt_primary_election_batch02.csv
CT,2025-10-26,0,gt_primary_election_batch02.csv
CT,2025-11-02,6,gt_primary_election_batch02.csv
CT,2025-11-09,0,gt_primary_election_batch02.csv
CT,2025-11-16,0,gt_primary_election_batch02.csv
CT,2025-11-23,0,gt_primary_election_batch02.csv
CT,2025-11-30,0,gt_primary_election_batch02.csv
CT,2025-12-07,0,gt_primary_election_batch02.csv
CT,2025-12-14,0,gt_primary_election_batch02.csv
CT,2025-12-21,0,gt_primary_election_batch02.csv
CT,2025-12-28,0,gt_primary_election_batch02.csv
CT,2026-01-04,0,gt_primary_election_batch02.csv
CT,2026-01-11,0,gt_primary_election_batch02.csv
CT,2026-01-18,0,gt_primary_election_batch02.csv
CT,2026-01-25,0,gt_primary_election_batch02.csv
CT,2026-02-01,2,gt_primary_election_batch02.csv
CT,2026-02-08,0,gt_primary_election_batch02.csv
CT,2026-02-15,3,gt_primary_election_batch02.csv
CT,2026-02-22,2,gt_primary_election_batch02.csv
CT,2026-03-01,8,gt_primary_election_batch02.csv
CT,2026-03-08,0,gt_primary_election_batch02.csv
CT,2026-03-15,0,gt_primary_election_batch02.csv
CT,2026-03-22,0,gt_primary_election_batch02.csv
CT,2026-03-29,0,gt_primary_election_batch02.csv
CT,2026-04-05,0,gt_primary_election_batch02.csv
CT,2026-04-12,2,gt_primary_election_batch02.csv
CT,2026-04-19,0,gt_primary_election_batch02.csv
CT,2026-04-26,3,gt_primary_election_batch02.csv
CT,2026-05-03,9,gt_primary_election_batch02.csv
CT,2026-05-10,3,gt_primary_election_batch02.csv
CT,2026-05-17,6,gt_primary_election_batch02.csv
CT,2026-05-24,3,gt_primary_election_batch02.csv
CT,2026-05-31,10,gt_primary_election_batch02.csv
CT,2026-06-07,9,gt_primary_election_batch02.csv
CT,2026-06-14,0,gt_primary_election_batch02.csv
CT,2026-06-21,5,gt_primary_election_batch02.csv
CT,2026-06-28,7,gt_primary_election_batch02.csv
CT,2026-07-05,4,gt_primary_election_batch02.csv
CT,2026-07-12,2,gt_primary_election_batch02.csv
CT,2026-07-19,4,gt_primary_election_batch02.csv
DC,2025-06-29,0,gt_primary_election_batch02.csv
DC,2025-07-06,0,gt_primary_election_batch02.csv
DC,2025-07-13,12,gt_primary_election_batch02.csv
DC,2025-07-20,0,gt_primary_election_batch02.csv
DC,2025-07-27,0,gt_primary_election_batch02.csv
DC,2025-08-03,0,gt_primary_election_batch02.csv
DC,2025-08-10,0,gt_primary_election_batch02.csv
DC,2025-08-17,0,gt_primary_election_batch02.csv
DC,2025-08-24,0,gt_primary_election_batch02.csv
DC,2025-08-31,0,gt_primary_election_batch02.csv
DC,2025-09-07,0,gt_primary_election_batch02.csv
DC,2025-09-14,0,gt_primary_election_batch02.csv
DC,2025-09-21,0,gt_primary_election_batch02.csv
DC,2025-09-28,0,gt_primary_election_batch02.csv
DC,2025-10-05,0,gt_primary_election_batch02.csv
DC,2025-10-12,0,gt_primary_election_batch02.csv
DC,2025-10-19,0,gt_primary_election_batch02.csv
DC,2025-10-26,0,gt_primary_election_batch02.csv
DC,2025-11-02,8,gt_primary_election_batch02.csv
DC,2025-11-09,0,gt_primary_election_batch02.csv
DC,2025-11-16,0,gt_primary_election_batch02.csv
DC,2025-11-23,0,gt_primary_election_batch02.csv
DC,2025-11-30,0,gt_primary_election_batch02.csv
DC,2025-12-07,0,gt_primary_election_batch02.csv
DC,2025-12-14,12,gt_primary_election_batch02.csv
DC,2025-12-21,0,gt_primary_election_batch02.csv
DC,2025-12-28,0,gt_primary_election_batch02.csv
DC,2026-01-04,0,gt_primary_election_batch02.csv
DC,2026-01-11,0,gt_primary_election_batch02.csv
DC,2026-01-18,0,gt_primary_election_batch02.csv
DC,2026-01-25,0,gt_primary_election_batch02.csv
DC,2026-02-01,11,gt_primary_election_batch02.csv
DC,2026-02-08,9,gt_primary_election_batch02.csv
DC,2026-02-15,0,gt_primary_election_batch02.csv
DC,2026-02-22,11,gt_primary_election_batch02.csv
DC,2026-03-01,43,gt_primary_election_batch02.csv
DC,2026-03-08,0,gt_primary_election_batch02.csv
DC,2026-03-15,12,gt_primary_election_batch02.csv
DC,2026-03-22,10,gt_primary_election_batch02.csv
DC,2026-03-29,0,gt_primary_election_batch02.csv
DC,2026-04-05,0,gt_primary_election_batch02.csv
DC,2026-04-12,0,gt_primary_election_batch02.csv
DC,2026-04-19,0,gt_primary_election_batch02.csv
DC,2026-04-26,10,gt_primary_election_batch02.csv
DC,2026-05-03,19,gt_primary_election_batch02.csv
DC,2026-05-10,16,gt_primary_election_batch02.csv
DC,2026-05-17,46,gt_primary_election_batch02.csv
DC,2026-05-24,25,gt_primary_election_batch02.csv
DC,2026-05-31,50,gt_primary_election_batch02.csv
DC,2026-06-07,37,gt_primary_election_batch02.csv
DC,2026-06-14,100,gt_primary_election_batch02.csv
DC,2026-06-21,54,gt_primary_election_batch02.csv
DC,2026-06-28,14,gt_primary_election_batch02.csv
DC,2026-07-05,0,gt_primary_election_batch02.csv
DC,2026-07-12,5,gt_primary_election_batch02.csv
DC,2026-07-19,9,gt_primary_election_batch02.csv
DE,2025-06-29,0,gt_primary_election_batch02.csv
DE,2025-07-06,0,gt_primary_election_batch02.csv
DE,2025-07-13,0,gt_primary_election_batch02.csv
DE,2025-07-20,0,gt_primary_election_batch02.csv
DE,2025-07-27,0,gt_primary_election_batch02.csv
DE,2025-08-03,0,gt_primary_election_batch02.csv
DE,2025-08-10,0,gt_primary_election_batch02.csv
DE,2025-08-17,0,gt_primary_election_batch02.csv
DE,2025-08-24,0,gt_primary_election_batch02.csv
DE,2025-08-31,0,gt_primary_election_batch02.csv
DE,2025-09-07,0,gt_primary_election_batch02.csv
DE,2025-09-14,0,gt_primary_election_batch02.csv
DE,2025-09-21,0,gt_primary_election_batch02.csv
DE,2025-09-28,0,gt_primary_election_batch02.csv
DE,2025-10-05,0,gt_primary_election_batch02.csv
DE,2025-10-12,0,gt_primary_election_batch02.csv
DE,2025-10-19,0,gt_primary_election_batch02.csv
DE,2025-10-26,0,gt_primary_election_batch02.csv
DE,2025-11-02,0,gt_primary_election_batch02.csv
DE,2025-11-09,0,gt_primary_election_batch02.csv
DE,2025-11-16,0,gt_primary_election_batch02.csv
DE,2025-11-23,0,gt_primary_election_batch02.csv
DE,2025-11-30,0,gt_primary_election_batch02.csv
DE,2025-12-07,0,gt_primary_election_batch02.csv
DE,2025-12-14,0,gt_primary_election_batch02.csv
DE,2025-12-21,0,gt_primary_election_batch02.csv
DE,2025-12-28,0,gt_primary_election_batch02.csv
DE,2026-01-04,0,gt_primary_election_batch02.csv
DE,2026-01-11,0,gt_primary_election_batch02.csv
DE,2026-01-18,0,gt_primary_election_batch02.csv
DE,2026-01-25,0,gt_primary_election_batch02.csv
DE,2026-02-01,0,gt_primary_election_batch02.csv
DE,2026-02-08,0,gt_primary_election_batch02.csv
DE,2026-02-15,0,gt_primary_election_batch02.csv
DE,2026-02-22,0,gt_primary_election_batch02.csv
DE,2026-03-01,9,gt_primary_election_batch02.csv
DE,2026-03-08,0,gt_primary_election_batch02.csv
DE,2026-03-15,0,gt_primary_election_batch02.csv
DE,2026-03-22,0,gt_primary_election_batch02.csv
DE,2026-03-29,0,gt_primary_election_batch02.csv
DE,2026-04-05,0,gt_primary_election_batch02.csv
DE,2026-04-12,0,gt_primary_election_batch02.csv
DE,2026-04-19,0,gt_primary_election_batch02.csv
DE,2026-04-26,0,gt_primary_election_batch02.csv
DE,2026-05-03,0,gt_primary_election_batch02.csv
DE,2026-05-10,0,gt_primary_election_batch02.csv
DE,2026-05-17,16,gt_primary_election_batch02.csv
DE,2026-05-24,0,gt_primary_election_batch02.csv
DE,2026-05-31,16,gt_primary_election_batch02.csv
DE,2026-06-07,10,gt_primary_election_batch02.csv
DE,2026-06-14,0,gt_primary_election_batch02.csv
DE,2026-06-21,12,gt_primary_election_batch02.csv
DE,2026-06-28,0,gt_primary_election_batch02.csv
DE,2026-07-05,0,gt_primary_election_batch02.csv
DE,2026-07-12,2,gt_primary_election_batch02.csv
DE,2026-07-19,3,gt_primary_election_batch02.csv
FL,2025-06-29,1,gt_primary_election_batch02.csv
FL,2025-07-06,1,gt_primary_election_batch02.csv
FL,2025-07-13,1,gt_primary_election_batch02.csv
FL,2025-07-20,0,gt_primary_election_batch02.csv
FL,2025-07-27,1,gt_primary_election_batch02.csv
FL,2025-08-03,1,gt_primary_election_batch02.csv
FL,2025-08-10,1,gt_primary_election_batch02.csv
FL,2025-08-17,1,gt_primary_election_batch02.csv
FL,2025-08-24,0,gt_primary_election_batch02.csv
FL,2025-08-31,0,gt_primary_election_batch02.csv
FL,2025-09-07,1,gt_primary_election_batch02.csv
